Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Ryerson,43.65815275,-79.37908010263,MUJI,43.656024,-79.383284,Miscellaneous Shop
Ryerson,43.65815275,-79.37908010263,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
Ryerson,43.65815275,-79.37908010263,Panago,43.65825817735338,-79.38431282558368,Pizza Place
Ryerson,43.65815275,-79.37908010263,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
Ryerson,43.65815275,-79.37908010263,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
Ryerson,43.65815275,-79.37908010263,Starbucks,43.659260439041304,-79.38197135925293,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Golden Diner,43.66234167901005,-79.37743376144903,Diner
Ryerson,43.65815275,-79.37908010263,Solei Tanning Salon,43.654734082347616,-79.38024826065258,Tanning Salon
Ryerson,43.65815275,-79.37908010263,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
Ryerson,43.65815275,-79.37908010263,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
Ryerson,43.65815275,-79.37908010263,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
Ryerson,43.65815275,-79.37908010263,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
Ryerson,43.65815275,-79.37908010263,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
Ryerson,43.65815275,-79.37908010263,Lebanon Express,43.66099058425057,-79.38297576948105,Falafel Restaurant
Ryerson,43.65815275,-79.37908010263,DAVIDsTEA,43.65506981949658,-79.38059022205873,Tea Room
Ryerson,43.65815275,-79.37908010263,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
Ryerson,43.65815275,-79.37908010263,Bulk Barn,43.661339682592825,-79.38268765156145,Grocery Store
Ryerson,43.65815275,-79.37908010263,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
Ryerson,43.65815275,-79.37908010263,Black Bear Espresso,43.66143582514135,-79.3814931962942,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Hangry Burger,43.66070999694819,-79.38283826775837,Burger Joint
Ryerson,43.65815275,-79.37908010263,Hard Candy Fitness,43.659556180497816,-79.38244024080487,Gym / Fitness Center
Ryerson,43.65815275,-79.37908010263,Lake Devo,43.6569936860937,-79.37689788366988,Lake
Ryerson,43.65815275,-79.37908010263,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
Ryerson,43.65815275,-79.37908010263,Disney store,43.654248,-79.381232,Toy / Game Store
Ryerson,43.65815275,-79.37908010263,Bath & Body Works,43.654216369093064,-79.38099524844415,Cosmetics Shop
Ryerson,43.65815275,-79.37908010263,Imperial Pub,43.656254269765554,-79.37895528846455,Pub
Ryerson,43.65815275,-79.37908010263,MAC,43.65405547492733,-79.38071368220903,Cosmetics Shop
Ryerson,43.65815275,-79.37908010263,Cora Breakfast & Lunch,43.66139369623902,-79.38131959688991,Breakfast Spot
Ryerson,43.65815275,-79.37908010263,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
Ryerson,43.65815275,-79.37908010263,California Sandwiches,43.660824989345386,-79.38288750546259,Sandwich Place
Ryerson,43.65815275,-79.37908010263,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
Ryerson,43.65815275,-79.37908010263,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
Ryerson,43.65815275,-79.37908010263,陣 JINYA RAMEN BAR,43.661891182206986,-79.37922344669705,Ramen Restaurant
Ryerson,43.65815275,-79.37908010263,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
Ryerson,43.65815275,-79.37908010263,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Vans,43.654825509733335,-79.38024076741966,Shoe Store
Ryerson,43.65815275,-79.37908010263,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
Ryerson,43.65815275,-79.37908010263,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
Ryerson,43.65815275,-79.37908010263,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
Ryerson,43.65815275,-79.37908010263,Starbucks,43.661353839957364,-79.38319374433136,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Fine Asian Bowl,43.65534120847772,-79.38032614654341,Vietnamese Restaurant
Ryerson,43.65815275,-79.37908010263,Oasis Aqua Lounge,43.66197612790881,-79.377681165469,Lounge
Ryerson,43.65815275,-79.37908010263,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
Ryerson,43.65815275,-79.37908010263,Urban Outfitters,43.65441107845698,-79.38005491917738,Clothing Store
Ryerson,43.65815275,-79.37908010263,LCBO,43.66203855690188,-79.37949019078559,Liquor Store
Ryerson,43.65815275,-79.37908010263,Starbucks,43.661514487710924,-79.3810021167461,Coffee Shop
Ryerson,43.65815275,-79.37908010263,Hot Star Large Fried Chicken,43.65880844786959,-79.3820352603718,Fried Chicken Joint
Garden District,43.6565019,-79.3771275,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
Garden District,43.6565019,-79.3771275,Page One Cafe,43.65777161112601,-79.3760725691681,Café
Garden District,43.6565019,-79.3771275,Blaze Pizza,43.656518,-79.380015,Pizza Place
Garden District,43.6565019,-79.3771275,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
Garden District,43.6565019,-79.3771275,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
Garden District,43.6565019,-79.3771275,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
Garden District,43.6565019,-79.3771275,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
Garden District,43.6565019,-79.3771275,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
Garden District,43.6565019,-79.3771275,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
Garden District,43.6565019,-79.3771275,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
Garden District,43.6565019,-79.3771275,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
Garden District,43.6565019,-79.3771275,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
Garden District,43.6565019,-79.3771275,DAVIDsTEA,43.65658619027106,-79.38116704725516,Tea Room
Garden District,43.6565019,-79.3771275,Cineplex Cinemas Yonge-Dundas,43.65612555948613,-79.38039005666784,Movie Theater
Garden District,43.6565019,-79.3771275,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
Garden District,43.6565019,-79.3771275,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
Garden District,43.6565019,-79.3771275,Urban Herbivore,43.65497185575342,-79.38085556030273,Vegetarian / Vegan Restaurant
Garden District,43.6565019,-79.3771275,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
Garden District,43.6565019,-79.3771275,Nordstrom,43.655041,-79.3809665,Clothing Store
Garden District,43.6565019,-79.3771275,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
Garden District,43.6565019,-79.3771275,Kabul Express,43.65669146835466,-79.37664313658586,Middle Eastern Restaurant
Garden District,43.6565019,-79.3771275,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
Garden District,43.6565019,-79.3771275,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
Garden District,43.6565019,-79.3771275,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
Garden District,43.6565019,-79.3771275,SEPHORA,43.653688,-79.38012,Cosmetics Shop
Garden District,43.6565019,-79.3771275,CF Toronto Eaton Centre,43.65377860700791,-79.38069937751656,Shopping Mall
Garden District,43.6565019,-79.3771275,Indigo,43.65351471121164,-79.38069591056922,Bookstore
Garden District,43.6565019,-79.3771275,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
Garden District,43.6565019,-79.3771275,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
Garden District,43.6565019,-79.3771275,The Carbon Bar,43.65336708689279,-79.37496515174824,Restaurant
Garden District,43.6565019,-79.3771275,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
Garden District,43.6565019,-79.3771275,Milestones,43.65630763877396,-79.38082230024877,Fast Food Restaurant
Garden District,43.6565019,-79.3771275,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
Garden District,43.6565019,-79.3771275,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
Garden District,43.6565019,-79.3771275,Tim Hortons,43.656755,-79.380512,Coffee Shop
Garden District,43.6565019,-79.3771275,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
Garden District,43.6565019,-79.3771275,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
Garden District,43.6565019,-79.3771275,LUSH,43.653557,-79.3804,Cosmetics Shop
Garden District,43.6565019,-79.3771275,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
Garden District,43.6565019,-79.3771275,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
Garden District,43.6565019,-79.3771275,JOEY Eaton Centre,43.65540379999999,-79.38192889999999,Restaurant
Garden District,43.6565019,-79.3771275,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
Garden District,43.6565019,-79.3771275,Spring Sushi,43.656252529816086,-79.38065954471074,Sushi Restaurant
Garden District,43.6565019,-79.3771275,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
Garden District,43.6565019,-79.3771275,Marble Slab Creamery,43.656671,-79.380584,Ice Cream Shop
Garden District,43.6565019,-79.3771275,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
Garden District,43.6565019,-79.3771275,Roots,43.65361341708363,-79.38024401664734,Clothing Store
Garden District,43.6565019,-79.3771275,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
Garden District,43.6565019,-79.3771275,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
Garden District,43.6565019,-79.3771275,DAVIDsTEA,43.65506981949658,-79.38059022205873,Tea Room
Garden District,43.6565019,-79.3771275,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
Garden District,43.6565019,-79.3771275,Bath & Body Works,43.654216369093064,-79.38099524844415,Cosmetics Shop
Garden District,43.6565019,-79.3771275,MAC,43.65405547492733,-79.38071368220903,Cosmetics Shop
Garden District,43.6565019,-79.3771275,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
Garden District,43.6565019,-79.3771275,Disney store,43.654248,-79.381232,Toy / Game Store
Garden District,43.6565019,-79.3771275,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
Garden District,43.6565019,-79.3771275,Booster Juice,43.65265752,-79.37845927,Smoothie Shop
Garden District,43.6565019,-79.3771275,MUJI,43.656024,-79.383284,Miscellaneous Shop
Garden District,43.6565019,-79.3771275,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
Garden District,43.6565019,-79.3771275,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
Garden District,43.6565019,-79.3771275,Apple Eaton Centre,43.652823,-79.380615,Electronics Store
Garden District,43.6565019,-79.3771275,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
Garden District,43.6565019,-79.3771275,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
Garden District,43.6565019,-79.3771275,Ali Baba's - Yonge north of Dundas,43.65791597172264,-79.38168923893144,Middle Eastern Restaurant
Garden District,43.6565019,-79.3771275,Eaton Centre Fountain,43.65366112275937,-79.37978736281504,Plaza
Garden District,43.6565019,-79.3771275,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
Garden District,43.6565019,-79.3771275,Victoria's Secret PINK,43.65335746417248,-79.3806734813237,Lingerie Store
Garden District,43.6565019,-79.3771275,Henry's,43.65297216900158,-79.37552977875367,Camera Store
Garden District,43.6565019,-79.3771275,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
Garden District,43.6565019,-79.3771275,Starbucks,43.659260439041304,-79.38197135925293,Coffee Shop
Garden District,43.6565019,-79.3771275,Williams-Sonoma,43.653477637529726,-79.38043431556247,Kitchen Supply Store
Garden District,43.6565019,-79.3771275,American Eagle Outfitters,43.653199,-79.380717,Clothing Store
Garden District,43.6565019,-79.3771275,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
Garden District,43.6565019,-79.3771275,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
Garden District,43.6565019,-79.3771275,Hot Star Large Fried Chicken,43.65880844786959,-79.3820352603718,Fried Chicken Joint
Garden District,43.6565019,-79.3771275,Pita Land,43.66025329859701,-79.37710715521973,Falafel Restaurant
Garden District,43.6565019,-79.3771275,Ryerson Theatre,43.65941278506566,-79.37999674976807,Movie Theater
Garden District,43.6565019,-79.3771275,Subway,43.66001849833007,-79.37829953668138,Sandwich Place
Garden District,43.6565019,-79.3771275,Metro,43.65840424219634,-79.37674792481498,Supermarket
Garden District,43.6565019,-79.3771275,Rabba Fine Foods,43.65995917961373,-79.3758000879857,Grocery Store
Garden District,43.6565019,-79.3771275,Harvey's,43.6603818123201,-79.37605098041458,Fast Food Restaurant
Garden District,43.6565019,-79.3771275,Econo Lodge Inn & Suites Downtown Toronto,43.66032994188926,-79.375790617812,Hotel
Garden District,43.6565019,-79.3771275,Papa John's Pizza,43.65797992914537,-79.37249553926944,Pizza Place
King,43.6489494,-79.3777538,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
King,43.6489494,-79.3777538,Dineen Coffee,43.650497,-79.378765,Café
King,43.6489494,-79.3777538,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
King,43.6489494,-79.3777538,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
King,43.6489494,-79.3777538,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
King,43.6489494,-79.3777538,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
King,43.6489494,-79.3777538,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
King,43.6489494,-79.3777538,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
King,43.6489494,-79.3777538,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
King,43.6489494,-79.3777538,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
King,43.6489494,-79.3777538,GoodLife Fitness Toronto 137 Yonge Street,43.65113563166627,-79.37879687835455,Gym
King,43.6489494,-79.3777538,Berczy Park,43.64804835388851,-79.3751722909452,Park
King,43.6489494,-79.3777538,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
King,43.6489494,-79.3777538,Café Plenty,43.6491179354577,-79.37831288380438,Café
King,43.6489494,-79.3777538,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
King,43.6489494,-79.3777538,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
King,43.6489494,-79.3777538,Terroni,43.650927,-79.375602,Italian Restaurant
King,43.6489494,-79.3777538,Starbucks,43.650420650855466,-79.37820212176874,Coffee Shop
King,43.6489494,-79.3777538,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
King,43.6489494,-79.3777538,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
King,43.6489494,-79.3777538,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
King,43.6489494,-79.3777538,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
King,43.6489494,-79.3777538,Ki Modern Japanese + Bar,43.647167,-79.379608,Japanese Restaurant
King,43.6489494,-79.3777538,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
King,43.6489494,-79.3777538,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
King,43.6489494,-79.3777538,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
King,43.6489494,-79.3777538,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
King,43.6489494,-79.3777538,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
King,43.6489494,-79.3777538,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
King,43.6489494,-79.3777538,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
King,43.6489494,-79.3777538,Canoe,43.647452066183476,-79.38132001815676,Restaurant
King,43.6489494,-79.3777538,Starbucks,43.649385825065345,-79.37809348357672,Coffee Shop
King,43.6489494,-79.3777538,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
King,43.6489494,-79.3777538,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
King,43.6489494,-79.3777538,Marché Mövenpick,43.6472616,-79.3785998,Restaurant
King,43.6489494,-79.3777538,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
King,43.6489494,-79.3777538,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
King,43.6489494,-79.3777538,Starbucks,43.646957445443654,-79.37826461143065,Coffee Shop
King,43.6489494,-79.3777538,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
King,43.6489494,-79.3777538,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
King,43.6489494,-79.3777538,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
King,43.6489494,-79.3777538,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
King,43.6489494,-79.3777538,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
King,43.6489494,-79.3777538,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
King,43.6489494,-79.3777538,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
King,43.6489494,-79.3777538,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
King,43.6489494,-79.3777538,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
King,43.6489494,-79.3777538,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
King,43.6489494,-79.3777538,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
King,43.6489494,-79.3777538,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
King,43.6489494,-79.3777538,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
King,43.6489494,-79.3777538,St James Anglican Cathedral,43.650109744784004,-79.37429172248066,Church
King,43.6489494,-79.3777538,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
King,43.6489494,-79.3777538,Woods Restaurant & Bar,43.6493568159853,-79.37500248445933,Molecular Gastronomy Restaurant
King,43.6489494,-79.3777538,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
King,43.6489494,-79.3777538,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
King,43.6489494,-79.3777538,King Taps,43.648475974183,-79.38205778358744,Gastropub
King,43.6489494,-79.3777538,GoodLife Fitness Toronto Street Women's Only,43.650805604431795,-79.37669340479917,Gym
King,43.6489494,-79.3777538,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
King,43.6489494,-79.3777538,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
King,43.6489494,-79.3777538,Real Mo-Mo's,43.64917104367335,-79.37492952592592,Restaurant
King,43.6489494,-79.3777538,Maman,43.64830873804684,-79.38225333898805,Café
King,43.6489494,-79.3777538,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
King,43.6489494,-79.3777538,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
King,43.6489494,-79.3777538,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
King,43.6489494,-79.3777538,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
King,43.6489494,-79.3777538,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
King,43.6489494,-79.3777538,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
King,43.6489494,-79.3777538,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
King,43.6489494,-79.3777538,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
King,43.6489494,-79.3777538,Bymark,43.647217284018005,-79.38125188166379,Restaurant
King,43.6489494,-79.3777538,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
King,43.6489494,-79.3777538,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
King,43.6489494,-79.3777538,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
King,43.6489494,-79.3777538,Pizzaiolo,43.65020573236071,-79.37618378615609,Pizza Place
King,43.6489494,-79.3777538,Winners,43.6477479,-79.3745508,Clothing Store
King,43.6489494,-79.3777538,HI-Toronto Hostel,43.650623213878255,-79.37519039641123,Hostel
King,43.6489494,-79.3777538,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
King,43.6489494,-79.3777538,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
King,43.6489494,-79.3777538,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
King,43.6489494,-79.3777538,The Works,43.648695612137146,-79.37404677271843,Restaurant
King,43.6489494,-79.3777538,La Bettola Di Terroni,43.65199330592565,-79.37805579614488,Italian Restaurant
King,43.6489494,-79.3777538,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
King,43.6489494,-79.3777538,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
King,43.6489494,-79.3777538,Starbucks,43.649743251720665,-79.3794307872276,Coffee Shop
King,43.6489494,-79.3777538,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
King,43.6489494,-79.3777538,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
King,43.6489494,-79.3777538,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
King,43.6489494,-79.3777538,Jump,43.64814738516352,-79.37875242540652,American Restaurant
King,43.6489494,-79.3777538,Portico,43.651855687900124,-79.37805540906518,Restaurant
King,43.6489494,-79.3777538,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
King,43.6489494,-79.3777538,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
King,43.6489494,-79.3777538,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
King,43.6489494,-79.3777538,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
King,43.6489494,-79.3777538,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
King,43.6489494,-79.3777538,Vagabondo Ristorante & Lounge,43.64822172333574,-79.37529997897587,Italian Restaurant
King,43.6489494,-79.3777538,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
King,43.6489494,-79.3777538,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
King,43.6489494,-79.3777538,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
King,43.6489494,-79.3777538,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
Adelaide,43.6504863,-79.3794979028506,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
Adelaide,43.6504863,-79.3794979028506,Dineen Coffee,43.650497,-79.378765,Café
Adelaide,43.6504863,-79.3794979028506,GoodLife Fitness Toronto 137 Yonge Street,43.65113563166627,-79.37879687835455,Gym
Adelaide,43.6504863,-79.3794979028506,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
Adelaide,43.6504863,-79.3794979028506,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
Adelaide,43.6504863,-79.3794979028506,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
Adelaide,43.6504863,-79.3794979028506,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
Adelaide,43.6504863,-79.3794979028506,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
Adelaide,43.6504863,-79.3794979028506,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
Adelaide,43.6504863,-79.3794979028506,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
Adelaide,43.6504863,-79.3794979028506,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
Adelaide,43.6504863,-79.3794979028506,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
Adelaide,43.6504863,-79.3794979028506,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
Adelaide,43.6504863,-79.3794979028506,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
Adelaide,43.6504863,-79.3794979028506,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
Adelaide,43.6504863,-79.3794979028506,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
Adelaide,43.6504863,-79.3794979028506,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
Adelaide,43.6504863,-79.3794979028506,Starbucks,43.650420650855466,-79.37820212176874,Coffee Shop
Adelaide,43.6504863,-79.3794979028506,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
Adelaide,43.6504863,-79.3794979028506,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
Adelaide,43.6504863,-79.3794979028506,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
Adelaide,43.6504863,-79.3794979028506,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
Adelaide,43.6504863,-79.3794979028506,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
Adelaide,43.6504863,-79.3794979028506,Starbucks,43.649385825065345,-79.37809348357672,Coffee Shop
Adelaide,43.6504863,-79.3794979028506,La Bettola Di Terroni,43.65199330592565,-79.37805579614488,Italian Restaurant
Adelaide,43.6504863,-79.3794979028506,Terroni,43.650927,-79.375602,Italian Restaurant
Adelaide,43.6504863,-79.3794979028506,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
Adelaide,43.6504863,-79.3794979028506,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
Adelaide,43.6504863,-79.3794979028506,King Taps,43.648475974183,-79.38205778358744,Gastropub
Adelaide,43.6504863,-79.3794979028506,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
Adelaide,43.6504863,-79.3794979028506,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
Adelaide,43.6504863,-79.3794979028506,Indigo,43.65351471121164,-79.38069591056922,Bookstore
Adelaide,43.6504863,-79.3794979028506,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
Adelaide,43.6504863,-79.3794979028506,Bannock,43.652101173138405,-79.38117828399939,Restaurant
Adelaide,43.6504863,-79.3794979028506,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
Adelaide,43.6504863,-79.3794979028506,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
Adelaide,43.6504863,-79.3794979028506,Canoe,43.647452066183476,-79.38132001815676,Restaurant
Adelaide,43.6504863,-79.3794979028506,Maman,43.64830873804684,-79.38225333898805,Café
